35993098000100,Z.A. DIGITAL DE SAO PAULO SISTEMA DE ESTACIONAMENTO ROTATIVO S.A.,ZAD SAO PAULO                           ,AV PRES JUSCELINO KUBITSCHEK,1830, ANDAR 2 BLOCO 3,VILA NOVA CONCEICAO,SÃO PAULO,,Brasil,65002199,,82.99-7-99 /74.90-1-04,,Lucro Real,,,,,,
60.537.263/1265-00,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM ECOSAPUCAI,R MARQUES DE SAPUCAI,,1 2 E 3 SUBSOLOS DE GARAGEM,CIDADE NOVA,20210-072,,Brasil,13522030,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1266-90,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP BLANC SP,AV DOS BANDEIRANTES,,ANEXO 685,VILA OLIMPIA,04553-010,,Brasil,71186298,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1267-71,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM RECORD OFFICE E SUITES,R ENGENHEIRO MARIO DE GUSMAO ,,GARAGECENTRY OFFICIE,PONTA VERDE,57035-000,,Brasil,0901610797  ,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1268-52,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP GUARULHOS - TERRENO ROTARY 400,AV ROTARY,,ANEXO 436,VILA DAS BANDEIRAS,07042-000,,Brasil,452668,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1269-33,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM ALTIPLEX OFFICES E SUITES        ,AV JOAO CIRILO DA SILVA,,SALA 701 BLOCO B,ALTIPLANO CABO BRANCO,58046-005,,Brasil,1885430,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1270-77,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM MERIT OFFICE & MALL,AV SANTOS DUMONT,,GARAGEM 02,COCO,60192-022,,Brasil,7196180,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1272-39,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR GREENHAUS,R CAP ANTONIO ROSA,,,JARDIM PAULISTANO,01443-010,,Brasil,71712070,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1273-10,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PRACA PAMPLONA,R PAMPLONA,,,JARDIM PAULISTA,01405-100,,Brasil,71726489,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1275-81,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM LINK,AV AYRTON SENNA,,,JACAREPAGUA,22775-003,,Brasil,13688028,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1277-43,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM FARIA LIMA PLAZA,R TEODORO SAMPAIO ,,,PINHEIROS,05405-250,,Brasil,72126620,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1274-09,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM RIO METROPOLITAN,AV REPUBLICA DO CHILE,,,CENTRO,20031-170,,Brasil,13670072,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1276-62,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP MATERNO INFANTIL UNIMED FORTALEZA - HMI,AV ALMIRANTE MAXIMIANO DA FONSECA,,,ENGENHEIRO LUCIANO CAVALCANTE,60811-020,,Brasil,7281340,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1278-24,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED ECO MEDICAL CENTER,R JOAO RODOLFO SCHLENKER,,GARAGER. GOIAS NUM 70,AGUA VERDE,80610-334,,Brasil,110110035260,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1279-05,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP CIDADE MATARAZZO,AL RIO CLARO,,,BELA VISTA,01332-010,,Brasil,72442611,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1280-49,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,AERO PALMAS,AV JOAQUIM TEOTONIO SEGURADO,,,PLANO DIRETOR EXPANSAO SUL,77061-900,,Brasil,2431785,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1281-20,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP SUZANO,R SETE DE SETEMBRO,,,CENTRO,08.673-020,,Brasil,58793,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1282-00,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP VERA CRUZ,AV ANDRADE NEVES,,,CENTRO,13013-160,,Brasil,7799209,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1283-91,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM MILLENNIUM,AV BRIG FARIA LIMA,,,JARDIM PAULISTANO,1452-000,,Brasil,72745100,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1284-72,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOPPING VITORIA BOULEVARD,AV SETE DE SETEMBRO,,,VITORIA,40080-002,,Brasil,54794601713,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1285-53,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP ITAIGARA,AV ANTONIO CARLOS MAGALHAES,,,ITAIGARA,41825-000,,Brasil,54794601895,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1286-34,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,AERO NAVEGANTES,R OSMAR GAYA,,,MEIA PRAIA,88372-001,,Brasil,10204039,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1287-15,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LAB ALTA MARIO FERRAZ,R DR MARIO FERRAZ,,,JARDIM PAULISTANO,01453-011,,Brasil,72832665,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1288-04,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP ANTONINHO DA ROCHA MARMO,AV HEITOR VILLA LOBOS,,,JARDIM SÃO DIMAS,12245-280,,Brasil,430770,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1289-87,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STELLA MARIS,AV MIGUEL VARLEZ,,,CAPUTERA,11660-650,,Brasil,EM ANDAMENTO,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1290-10,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR GALPAO AV. FERNANDES LIMA - MACEIO,AV FERNANDES LIMA,,,GRUTA DE LOURDES,57052-403,,Brasil,901620180,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1291-00,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR MARIO LOPES LEAO,PC DONA BENTA VIEIRA,,,SANTO AMARO,04750-010,,Brasil,72981180,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1292-82,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM RIVERVIEW,AV DR CHUCRI ZAIDAN,,,VILA CORDEIRO,04583-916,,Brasil,73212601,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1293-63,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,AERO LONDRINA,R TENENTE JOAO MAURICIO MEDEIROS,,,AEROPORTO,86039-100,,Brasil,3113175,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1295-25,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD BARRA,R MARQUES DE CARAVELAS,,EDIF PREDIO DO BANCO DO BRADESCO OUTROS ESTACIONAMENTO,BARRA,40140-240,,Brasil,54794601978,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1297-97,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP CIDADE JARDIM,AV ENGENHEIRO ROBERTO FREIRA,,LOJA 56 COND SHOPPING CIDADE JARD,CAPIM MACIO,59080-900,,Brasil,2250510,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1298-78,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED REJUVENESCE,AV DO CONTORNO,,,CRUZEIRO,30110-035,,Brasil,2707470613,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1299-59,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM HANGAR,AV LUIS VIANA FILHO,,EDIF HANGAR BUSINESS PARK GREEN MALL OUTROS ESTACIONAMENTO,SÃO CRISTOVAO,41500-300,,Brasil,54794602059,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1300-27,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED RES JML 747,R JOSE MARIA LISBOA,,,JARDIM PAULISTA,01423-001,,Brasil,73707120,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1301-08,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM SAFRA CENTER 3,AV PAULISTA,,,BELA VISTA,01310-928,,Brasil,73782475,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1302-99,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP NOVO ATIBAIA,R PEDRO CUNHA,,,VILA SANTISTA,12941-900,,Brasil,62430,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1303-70,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP BAHIA,AV PROFESSOR MAGALHAES NETO,,,PITUBA,41810-011,,Brasil,54794602133,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1304-50,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED MEDDI,AV GETULIO VARGAS,,,CENTRO,44001-496,,Brasil,845663,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1305-31,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,MERCADAO DA BAHIA,1 TV LUIZ TARQUINIO PONTES,,,CENTRO,42702-430,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1306-12,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SALA 6,R SAO BENTO,,,CENTRO,20090-010,,Brasil,14181148,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1307-01,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED SAO LUIZ MORUMBI,R ENG OSCAR AMERICANO,,,CIDADE JARDIM,05673-050,,Brasil,74161610,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1308-84,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP NOVO HAMBURGO,AV NACOES UNIDAS,,,RIO BRANCO,93310-065,,Brasil,1048553,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1309-65,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM PLATINA 220,R BOM SUCESSO,,,CIDADE MAE DO CEU,03305-000,,Brasil,74489151,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1310-07,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP SAO FRANCISCO,ST SETOR N QNN 28 AE A,,,CEILANDIA,72220-281,,Brasil,ISENTA,760133201498,52.23-1-00,,Lucro Real,,,,,
60.537.263/1311-80,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LAZER TERRA DOS DINOS,ROD ARY SCHIAVO,,,GOV. PORTELA,26900-000,,Brasil,60537263131180,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1312-60,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TANCREDO NEVES,R EDISTIO PONDE,,EDIF EMPRESARIAL TANCREDO NEVES OUTROS ESTACIONAMENTO,STIEP,41770-395,,Brasil,54794602216,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1313-41,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM VITA BOULEVARD GRAMADO,R ERNESTO VOLK,,,CENTRO,95670-000,,Brasil,EM ANDAMENTO,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1314-22,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP BRASILIA - AGUAS CLARAS,R RUA ARARIBA LT 3,,,AGUAS CLARAS,71927-360,,Brasil,ISENTA,760133201579,52.23-1-00,,Lucro Real,,,,,
60.537.263/1315-03,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP PATIO PETROPOLIS,R MARECHAL DEODORO,,,CENTRO,25620-150,,Brasil,60537263131503,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1316-94,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED CAMPINA GRANDE - PA,R DOUTOR SEVERINO RIBEIRO CRUZ,,,CENTRO,58400-258,,Brasil,11885847,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1317-75,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL FASANO ITAIM,R PEDROSO ALVARENGA,,,ITAIM BIBI,04531-002,,Brasil,75014211,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1318-56,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ARENA BRASILIA,ST SRPN -CENTRO ESPORTIVO DE BRASILIA/ESTADIO NACIONAL BRASILIA,,SETOR SAI / NORTE PARTE,ASA NORTE,70070-701,,Brasil,N/A,760133201650,52.23-1-00,,Lucro Real,,,,,
60.537.263/1319-37,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP INFANTIL MANDACARU,AV GOVERNADOR AGAMENON MAGALHAES,,,TORREAO,50070-160,,Brasil,EM ANDAMENTO,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1320-70,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED OLINDA - PA,AV GOV CARLOS DE LIMA CAVALCANTI,,,BAIRRO NOVO,53030-260,,Brasil,EM ANDAMENTO,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1321-51,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP INST NEUROLOGICO DE GOIANIA,PC GILSON ALVES DE SOUZA,,,GOIANIA,74210-250,,Brasil,5889952,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1322-32,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM PA CARAPICUIBA,TER RODOVIARIO JOAO ACACIO DE ALMEIDA,,, LOTE 22 E 23 QUADRA B,SP,06310-200,,Brasil,EM ANDAMENTO,,52.23-1-00,,Lucro Real,,,,
60.537.263/1323-13,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM PA RUBEM BERTA,R SANTA GENEROSA,,, LOJA AV RUBEM BERTA,SP,04042-010,,Brasil,75391619,,52.23-1-00,,Lucro Real,,,,
60.537.263/1324-02,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL MASTER COSMOPOLITAN,R FELIX DA CUNHA,,,MOINHOS VENTO,90570-000,,Brasil,EM ANDAMENTO,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1325-85,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP SANTA RITA,AV MARECHAL CAMPOS,,,SANTA CECILIA,29043-260,,Brasil,EM ANDAMENTO,,52.23-1-00,,Lucro Real,,,,,
37.660.383/0001-34,ALLPARK EMPREENDIMENTOS PARTICIPACOES E SERVICOS S.A.- SCP ESTACIONAMENTO DO SHOPPING VALINHOS,SCP SHOP VALINHOS,R PAIQUERE,200,,JARDIM PAIQUERE,VALINHOS,,Brasil,3263200,,52.23-1-00,,Lucro Presumido,,,,,,
37.645.437/0001-92,ALLPARK EMPREENDIMENTOS PARTICIPACOES E SERVICOS S.A.- SCP - ESTACIONAMENTO DO SHOPPING HORTOLANDIA,SCP SHOP HORTOLANDIA,R JOSE CAMILO DE CAMARGO,5,,LOTEAMENTO REMANSO CAMPINEIRO,HORTOLÂNDIA,,Brasil,49595,,52.23-1-00,,Lucro Presumido,,,,,,
34893713000143,ALLPARK EMPREENDIMENTOS PARTICIPACOES E SERVICOS S.A. - SCP ESTACIONAMENTO DO BOURBON SHOPPING SAO PAULO,SHOP SCP BOURBON POMPEIA,R PALESTRA ITALIA,500,,PERDIZES,SÃO PAULO ,,Brasil,64020754,,52.23-1-00,,Lucro Presumido,,,,,,
26.054.490/0001-00,ON TECNOLOGIA DE MOBILIDADE URBANA AS,ZUL DIGITAL,R VERGUEIRO,1353,,VILA MARIANA,SÃO PAULO ,,Brasil,,,62.02-3-00,,Lucro Real,,,,,,
44.475.576/0001-80,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S/A- SCP ESTACIONAMENTO MERCADAO DA BAHIA,SCP MERCADO DA BAHIA,1 TV LUIZ TARQUINIO PONTES,,GALPAOLOTEAMENTO 999,CENTRO,42702-430,,Brasil,10041492,4AR4670,52.23-1-00,,Lucro Presumido,,,,,
48.588.635/0001-88,ZUL+ CORRETORA DIGITAL DE SEGUROS SOCIEDADE UNIPESSOAL LTDA,ZUL+ CORRETORA DIGITAL,AL RIO NEGRO,1030,COND STADIUM ES 2304 S/5,ALPHAVILLE CENTRO INDUSTRIAL E EMPRESARIAL,BARUERI,,Brasil,,,66.22-3-00,,Lucro Real,,,,,,
